created_date,agency,complaint_type,descriptor,resolution_description
2025-04-28T21:35:51.000,NYPD,Blocked Driveway,No Access,The Police Department responded to the complaint and took action to fix the condition.
2025-12-28T22:34:46.000,NYPD,Noise - Residential,Banging/Pounding,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-01-28T21:54:14.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-10-28T21:55:29.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-06-28T23:13:11.000,NYPD,Illegal Fireworks,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-06-28T22:44:16.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-09-28T22:17:28.000,NYPD,Illegal Parking,Parking Permit Improper Use,The Police Department issued a summons in response to the complaint.
2025-04-28T22:09:02.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-03-28T23:35:31.000,NYPD,Noise - Park,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-09-28T22:45:53.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department responded to the complaint and took action to fix the condition.
2025-12-28T21:34:33.000,NYPD,Illegal Parking,Blocked Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-05-28T22:55:29.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-09-28T22:45:08.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department responded to the complaint and took action to fix the condition.
2025-07-28T21:42:22.000,DSNY,Illegal Dumping,Chronic Dumping,The Department of Sanitation cleaned the location.
2025-02-28T21:51:31.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-10-28T23:31:34.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-12-28T22:14:04.000,NYPD,Blocked Driveway,No Access,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-03-28T23:09:58.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-09-28T22:46:18.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-04-28T21:56:56.000,HPD,UNSANITARY CONDITION,MOLD,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w"
2025-02-28T23:19:57.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T22:51:29.000,NYPD,Blocked Driveway,No Access,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-07-28T22:41:57.000,DSNY,Litter Basket Request,New Basket,A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.
2025-06-28T23:27:12.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-12-28T23:43:58.000,NYPD,Illegal Parking,Parking Permit Improper Use,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-09-28T22:06:20.000,HPD,GENERAL,COOKING GAS,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-12-28T22:04:52.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.
2025-06-28T23:20:49.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-06-28T23:36:22.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-05-28T22:11:40.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-01-28T22:55:22.000,NYPD,Illegal Fireworks,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-12-28T21:14:30.000,NYPD,Illegal Parking,Commercial Overnight Parking,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-01-28T23:32:37.000,NYPD,Abandoned Vehicle,With License Plate,This complaint does not fall under the Police Department's jurisdiction.
2025-02-28T22:16:00.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.
2025-11-28T22:34:57.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-08-28T22:33:17.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-09-28T22:42:09.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-08-28T22:20:40.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-04-28T22:42:41.000,NYPD,Blocked Driveway,No Access,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-04-28T23:14:50.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-05-28T21:00:13.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-10-28T23:22:07.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint."
2025-07-28T23:18:21.000,DHS,Homeless Person Assistance,Non-Chronic,"Based on the nature of this issue, the Department of Homeless Services (DHS) worked with the New York City Police Department (NYPD) and determined that the best course of action was to transfer this issue to the NYPD. Your service request has been closed."
2025-11-28T22:23:25.000,HPD,FLOORING/STAIRS,FLOOR,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951."
2025-10-28T22:13:42.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-10-28T23:50:40.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-04-28T21:44:42.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-11-28T23:28:15.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-09-28T23:43:10.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.
2025-01-28T23:43:32.000,NYPD,Illegal Parking,Posted Parking Sign Violation,The Police Department issued a summons in response to the complaint.
2025-08-28T23:47:13.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-03-28T23:26:46.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-10-28T21:50:18.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-12-28T21:20:41.000,NYPD,Noise - Commercial,Banging/Pounding,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-10-28T21:46:32.000,NYPD,Noise - Commercial,Banging/Pounding,The Police Department responded to the complaint and took action to fix the condition.
2025-08-28T22:56:48.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.
2025-09-28T22:05:00.000,DEP,Lead,Lead Kit Request (Residential) (L10),The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.
2025-03-28T23:22:48.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-09-28T23:36:13.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-04-28T21:48:48.000,NYPD,Blocked Driveway,No Access,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-10-28T22:20:54.000,NYPD,Noise - Residential,Loud Television,This complaint does not fall under the Police Department's jurisdiction.
2025-08-28T23:35:42.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-10-28T23:09:59.000,HPD,UNSANITARY CONDITION,PESTS,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-12-28T22:51:40.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-04-28T22:23:18.000,NYPD,Encampment,,The Police Department visited the location and no Encampment was found.
2025-11-28T23:17:31.000,TLC,Taxi Complaint,Driver Complaint - Passenger,
2025-07-28T23:13:27.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-09-28T22:40:36.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-01-28T22:51:44.000,NYPD,Blocked Driveway,Partial Access,The Police Department responded to the complaint and determined that police action was not necessary.
2025-04-28T23:26:00.000,DOT,Street Light Condition,Street Light Out,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.
2025-01-28T23:55:58.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint but officers were unable to gain entry into the premises.
2025-05-28T23:12:39.000,NYPD,Blocked Driveway,No Access,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-03-28T22:34:44.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and determined that police action was not necessary.
2025-07-28T23:30:21.000,DPR,Maintenance or Facility,Structure - Outdoors,NYC Parks has completed the requested work order and corrected the problem.
2025-04-28T22:38:13.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T23:05:31.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-05-28T21:17:54.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-01-28T22:21:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.
2025-12-28T23:23:14.000,NYPD,Noise - Commercial,Loud Music/Party,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-09-28T22:28:26.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.
2025-06-28T22:55:40.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.
2025-08-28T21:58:17.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-06-28T22:50:46.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-03-28T23:12:20.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-07-28T23:51:08.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-05-28T21:23:55.000,DOT,Sidewalk Condition,Sidewalk Violation,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.
2025-11-28T23:12:15.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-05-28T22:02:51.000,NYPD,Illegal Parking,Posted Parking Sign Violation,The Police Department responded to the complaint and took action to fix the condition.
2025-09-28T22:36:38.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-01-28T23:28:39.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-12-28T23:37:39.000,NYPD,Noise - Residential,Loud Talking,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-12-28T22:54:55.000,HPD,APPLIANCE,ELECTRIC/GAS RANGE,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-12-28T21:57:34.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-08-28T23:08:10.000,DOT,Street Condition,Pothole,The Department of Transportation inspected this complaint and repaired the problem.
2025-12-28T21:18:44.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint but officers were unable to gain entry into the premises. If the problem persists, please contact 311 to create another complaint and ensure that contact information (e.g., buzzer number, phone number, etc.) is available to assist the responding officers in gaining entry to properly investigate the complaint.  We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-07-28T23:02:00.000,DEP,Water System,Fire Hydrant Emergency (FHE),The Department of Environmental Protection investigated this complaint and shut the running hydrant.
2025-10-28T23:41:05.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-06-28T23:18:36.000,NYPD,Noise - Vehicle,Car/Truck Horn,The Police Department responded to the complaint and determined that police action was not necessary.
2025-07-28T23:58:03.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.
2025-08-28T21:53:52.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department issued a summons in response to the complaint.
2025-08-28T22:34:28.000,DOHMH,Rodent,Condition Attracting Rodents,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.
2025-07-28T22:07:28.000,NYPD,Blocked Driveway,No Access,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T22:23:54.000,NYPD,Non-Emergency Police Matter,Trespassing,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-05-28T21:18:23.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and determined that police action was not necessary.
2025-03-28T23:20:47.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-07-28T22:36:44.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded to the complaint and determined that police action was not necessary.
2025-08-28T22:07:21.000,HPD,UNSANITARY CONDITION,PESTS,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-05-28T22:20:51.000,HPD,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd
2025-04-28T22:13:18.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and determined that police action was not necessary.
2025-07-28T23:35:41.000,HPD,ELECTRIC,POWER OUTAGE,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.
2025-02-28T22:30:06.000,DOHMH,Rodent,Rat Sighting,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.
2025-03-28T23:54:17.000,NYPD,Abandoned Vehicle,With License Plate,The Police Department responded to the complaint and took action to fix the condition.
2025-01-28T21:56:14.000,NYPD,Blocked Driveway,Partial Access,The Police Department responded to the complaint and took action to fix the condition.
2025-06-28T23:05:59.000,NYPD,Illegal Parking,Posted Parking Sign Violation,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T22:10:07.000,DOHMH,Rodent,Rat Sighting,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.
2025-08-28T22:11:26.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and determined that police action was not necessary.
2025-04-28T23:10:55.000,DOHMH,Rodent,Signs of Rodents,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.
2025-05-28T22:14:04.000,HPD,PLUMBING,WATER SUPPLY,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.
2025-11-28T21:56:16.000,NYPD,Illegal Parking,Commercial Overnight Parking,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-11-28T22:12:50.000,NYPD,Blocked Driveway,No Access,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-04-28T23:12:13.000,NYPD,Noise - Commercial,Car/Truck Music,The Police Department reviewed your complaint and provided additional information below.
2025-10-28T23:56:55.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-02-28T22:54:07.000,DSNY,Illegal Dumping,Removal Request,The Department of Sanitation cleaned the location.
2025-02-28T22:57:46.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-07-28T21:50:23.000,NYPD,Noise - Vehicle,Car/Truck Music,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-06-28T23:07:33.000,NYPD,Illegal Fireworks,,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-02-28T22:19:31.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-12-28T21:52:08.000,DSNY,Snow or Ice,Sidewalk,The Department of Sanitation investigated this complaint and found no violation at the location.
2025-07-28T21:53:33.000,DSNY,Illegal Dumping,Removal Request,The Department of Sanitation investigated this complaint and found no condition at the location.
2025-09-28T22:42:56.000,NYPD,Illegal Parking,Double Parked Blocking Traffic,The Police Department issued a summons in response to the complaint.
2025-07-28T22:55:44.000,DOT,Street Condition,Pothole,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.
2025-10-28T23:45:44.000,EDC,Noise - Helicopter,NYPD,
2025-02-28T23:32:43.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-06-28T23:26:00.000,NYPD,Blocked Driveway,Partial Access,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-06-28T23:54:32.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-09-28T22:37:05.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w"
2025-06-28T23:48:16.000,NYPD,Abandoned Vehicle,With License Plate,The Police Department issued a summons in response to the complaint.
2025-01-28T22:07:38.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-11-28T22:33:05.000,NYPD,Illegal Parking,Blocked Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-07-28T22:41:13.000,DSNY,Litter Basket Request,Replacement Basket,A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.
2025-12-28T21:48:22.000,NYPD,Blocked Driveway,No Access,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-07-28T22:44:31.000,NYPD,Illegal Parking,License Plate Obscured,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T23:38:03.000,NYPD,Blocked Driveway,No Access,The Police Department responded to the complaint and took action to fix the condition.
2025-11-28T22:15:16.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-07-28T22:27:04.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and took action to fix the condition.
2025-11-28T23:25:35.000,NYPD,Noise - Vehicle,Car/Truck Music,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-05-28T22:41:51.000,DSNY,Illegal Dumping,Removal Request,The Department of Sanitation found an open service request already exists for the same location.
2025-02-28T21:42:24.000,NYPD,Blocked Driveway,No Access,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-11-28T23:13:23.000,NYPD,Illegal Parking,Blocked Hydrant,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-03-28T22:55:11.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-06-28T22:46:29.000,EDC,Noise - Helicopter,Other,
