created_date,agency,complaint_type,descriptor,resolution_description,resolution_date,sentiment_label,urgency_score
2025-10-28T22:51:43.000,NYPD,Illegal Parking,Posted Parking Sign Violation,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-28T22:51:43.000,Neutral,2
2025-11-28T23:48:14.000,NYPD,Non-Emergency Police Matter,Other (complaint details),"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T23:48:14.000,Neutral,1
2025-06-28T23:26:26.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-06-28T23:26:26.000,Neutral,3
2025-02-28T23:55:35.000,HPD,PLUMBING,BATHTUB/SHOWER,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-02-28T23:55:35.000,Neutral,2
2025-03-28T23:24:00.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department issued a summons in response to the complaint.,2025-03-28T23:24:00.000,Frustrated,4
2025-06-28T23:57:29.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-06-28T23:57:29.000,Frustrated,2
2025-07-28T22:39:40.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and took action to fix the condition.,2025-07-28T22:39:40.000,Neutral,2
2025-12-28T22:13:53.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2025-12-28T22:13:53.000,Neutral,2
2025-09-28T23:03:03.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department responded to the complaint and determined that police action was not necessary.,2025-09-28T23:03:03.000,Neutral,1
2025-01-28T21:34:48.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-01-28T21:34:48.000,Neutral,2
2025-12-28T23:38:36.000,DSNY,Snow or Ice,Sidewalk,The Department of Sanitation investigated this complaint and found no violation at the location.,2025-12-28T23:38:36.000,Neutral,1
2025-09-28T22:44:16.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-09-28T22:44:16.000,Neutral,2
2025-01-28T22:55:03.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2025-01-28T22:55:03.000,Neutral,2
2025-11-28T23:52:05.000,NYPD,Illegal Parking,Commercial Overnight Parking,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T23:52:05.000,Neutral,1
2025-02-28T22:52:32.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2025-02-28T22:52:32.000,Frustrated,8
2025-05-28T23:50:14.000,NYPD,Blocked Driveway,No Access,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-28T23:50:14.000,Frustrated,4
2025-03-28T23:21:46.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department reviewed your complaint and provided additional information below.,2025-03-28T23:21:46.000,Frustrated,4
2025-12-28T22:31:03.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-12-28T22:31:03.000,Neutral,2
2025-12-28T21:28:00.000,NYPD,Illegal Parking,Blocked Crosswalk,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T21:28:00.000,Neutral,2
2025-09-28T22:50:36.000,NYPD,Noise - Vehicle,Car/Truck Horn,The Police Department responded to the complaint and took action to fix the condition.,2025-09-28T22:50:36.000,Neutral,2
2025-08-28T23:04:00.000,DEP,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",The Department of Environmental Protection researched this complaint and determined that it could be closed.,2025-08-28T23:04:00.000,Neutral,1
2025-11-28T21:47:03.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T21:47:03.000,Neutral,2
2025-11-28T22:40:52.000,NYPD,Illegal Parking,Blocked Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T22:40:52.000,Neutral,2
2025-06-28T23:49:09.000,HPD,PAINT/PLASTER,WALL,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,2025-06-28T23:49:09.000,Neutral,1
2025-03-28T22:05:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-03-28T22:05:00.000,Neutral,2
2025-02-28T22:10:17.000,NYPD,Blocked Driveway,No Access,The Police Department issued a summons in response to the complaint.,2025-02-28T22:10:17.000,Frustrated,2
2025-08-28T22:36:08.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and determined that police action was not necessary.,2025-08-28T22:36:08.000,Frustrated,2
2025-05-28T21:55:01.000,HPD,GENERAL,BELL/BUZZER/INTERCOM,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",2025-05-28T21:55:01.000,Neutral,2
2025-04-28T23:26:50.000,NYPD,Noise - Vehicle,Car/Truck Music,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T23:26:50.000,Neutral,1
2025-04-28T22:39:25.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T22:39:25.000,Frustrated,2
2025-02-28T21:51:41.000,NYPD,Non-Emergency Police Matter,Trespassing,The Police Department responded to the complaint and determined that police action was not necessary.,2025-02-28T21:51:41.000,Neutral,1
2025-04-28T23:44:37.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T23:44:37.000,Neutral,2
2025-08-28T23:35:00.000,DOT,Street Light Condition,Street Light Out,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2025-08-28T23:35:00.000,Neutral,2
2025-04-28T23:54:35.000,NYPD,Illegal Parking,Double Parked Blocking Traffic,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-04-28T23:54:35.000,Frustrated,6
2025-11-28T22:20:19.000,NYPD,Illegal Parking,Commercial Overnight Parking,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T22:20:19.000,Neutral,1
2025-02-28T21:38:53.000,NYPD,Abandoned Vehicle,With License Plate,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-02-28T21:38:53.000,Neutral,2
2025-04-28T21:38:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-28T21:38:00.000,Neutral,2
2025-04-28T22:03:10.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-04-28T22:03:10.000,Frustrated,4
2025-02-28T21:35:00.000,DEP,Water System,Leak (Use Comments) (WA2),The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2025-02-28T21:35:00.000,Neutral,2
2025-09-28T22:50:07.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-09-28T22:50:07.000,Frustrated,4
2025-07-28T22:58:56.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-07-28T22:58:56.000,Neutral,2
2025-02-28T22:27:25.000,NYPD,Noise - House of Worship,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-02-28T22:27:25.000,Frustrated,2
2025-12-28T23:11:11.000,NYPD,Noise - Residential,Banging/Pounding,"The New York City Police Department responded to the complaint but officers were unable to gain entry into the premises. If the problem persists, please contact 311 to create another complaint and ensure that contact information (e.g., buzzer number, phone number, etc.) is available to assist the responding officers in gaining entry to properly investigate the complaint.  We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T23:11:11.000,Frustrated,4
2025-01-28T22:57:39.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.,2025-01-28T22:57:39.000,Neutral,2
2025-02-28T23:20:32.000,DSNY,Dirty Condition,Trash,The Department of Sanitation investigated this complaint and found no condition at the location.,2025-02-28T23:20:32.000,Neutral,1
2025-01-28T22:47:57.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.,2025-01-28T22:47:57.000,Neutral,2
2025-05-28T21:45:06.000,NYPD,Blocked Driveway,Partial Access,The Police Department issued a summons in response to the complaint.,2025-05-28T21:45:06.000,Frustrated,2
2025-10-28T23:47:13.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.,2025-10-28T23:47:13.000,Neutral,2
2025-06-28T23:25:43.000,DOHMH,Mobile Food Vendor,Smoke/Odor,"The NYC Health Department has responded to your service request. For inspection results, please call (212) 676-1600 or email infobfscs@health.nyc.gov to request an inspection report. This service request has been closed.",2025-06-28T23:25:43.000,Neutral,2
2025-09-28T23:00:02.000,NYPD,Noise - Residential,Loud Television,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-09-28T23:00:02.000,Frustrated,2
2025-10-28T22:09:46.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-10-28T22:09:46.000,Frustrated,4
2025-11-28T22:21:21.000,NYPD,Blocked Driveway,No Access,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T22:21:21.000,Neutral,1
2025-09-28T22:38:08.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-09-28T22:38:08.000,Frustrated,3
2025-11-28T22:59:34.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-11-28T22:59:34.000,Neutral,2
2025-02-28T23:55:36.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-02-28T23:55:36.000,Neutral,2
2025-05-28T23:19:31.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded to the complaint and took action to fix the condition.,2025-05-28T23:19:31.000,Neutral,2
2025-10-28T21:46:45.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-28T21:46:45.000,Neutral,2
2025-07-28T21:40:34.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-07-28T21:40:34.000,Neutral,3
2025-08-28T22:50:47.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-08-28T22:50:47.000,Neutral,2
2025-08-28T22:10:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),The Department of Environmental Protection researched this complaint and determined that it could be closed.,2025-08-28T22:10:00.000,Neutral,1
2025-12-28T23:10:53.000,NYPD,Noise - Commercial,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T23:10:53.000,Frustrated,2
2025-01-28T21:56:40.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-01-28T21:56:40.000,Neutral,2
2025-09-28T22:59:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2025-09-28T22:59:00.000,Neutral,2
2025-11-28T22:25:36.000,NYPD,Illegal Parking,Blocked Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T22:25:36.000,Neutral,2
2025-04-28T22:42:06.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T22:42:06.000,Neutral,2
2025-11-28T22:33:39.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T22:33:39.000,Frustrated,2
2025-03-28T22:56:39.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-03-28T22:56:39.000,Neutral,2
2025-02-28T23:25:01.000,DOT,Street Condition,Pothole,The Department of Transportation inspected this complaint and repaired the problem.,2025-02-28T23:25:01.000,Neutral,2
2025-07-28T22:27:29.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and took action to fix the condition.,2025-07-28T22:27:29.000,Neutral,2
2025-03-28T23:43:54.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-03-28T23:43:54.000,Neutral,1
2025-03-28T23:04:00.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-03-28T23:04:00.000,Frustrated,2
2025-04-28T22:06:06.000,HPD,UNSANITARY CONDITION,PESTS,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-04-28T22:06:06.000,Neutral,2
2025-07-28T22:22:39.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.,2025-07-28T22:22:39.000,Neutral,2
2025-07-28T23:23:43.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-07-28T23:23:43.000,Neutral,2
2025-06-28T23:46:22.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-06-28T23:46:22.000,Frustrated,2
2025-07-28T23:08:34.000,NYPD,Illegal Parking,Paper License Plates,The Police Department responded to the complaint and determined that police action was not necessary.,2025-07-28T23:08:34.000,Neutral,1
2025-05-28T22:43:39.000,HPD,UNSANITARY CONDITION,PESTS,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-05-28T22:43:39.000,Critical Panic,8
2025-02-28T22:26:43.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and took action to fix the condition.,2025-02-28T22:26:43.000,Neutral,2
2025-01-28T22:36:42.000,NYPD,Non-Emergency Police Matter,Other (complaint details),The Police Department responded to the complaint and determined that police action was not necessary.,2025-01-28T22:36:42.000,Neutral,1
2025-10-28T23:05:37.000,DOHMH,Smoking or Vaping,Allowed in Smoke Free Area,"The NYC Health Department has responded to your service request. For inspection results, please call (212) 676-1600 or email infobfscs@health.nyc.gov to request an inspection report. This service request has been closed.",2025-10-28T23:05:37.000,Neutral,1
2025-07-28T23:25:24.000,NYPD,Illegal Parking,Blocked Crosswalk,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-07-28T23:25:24.000,Frustrated,4
2025-03-28T23:19:37.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-03-28T23:19:37.000,Neutral,2
2025-05-28T22:25:16.000,NYPD,Blocked Driveway,No Access,The Police Department issued a summons in response to the complaint.,2025-05-28T22:25:16.000,Frustrated,2
2025-01-28T21:58:29.000,NYPD,Illegal Fireworks,,The Police Department responded to the complaint and took action to fix the condition.,2025-01-28T21:58:29.000,Neutral,4
2025-09-28T22:26:59.000,NYPD,Blocked Driveway,No Access,The Police Department issued a summons in response to the complaint.,2025-09-28T22:26:59.000,Frustrated,2
2025-02-28T23:17:23.000,DOT,Street Condition,Pothole,The Department of Transportation inspected this complaint and repaired the problem.,2025-02-28T23:17:23.000,Neutral,2
2025-04-28T23:45:13.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T23:45:13.000,Frustrated,2
2025-12-28T22:39:02.000,DOT,Street Condition,Pothole,The Department of Transportation inspected this complaint and repaired the problem.,2025-12-28T22:39:02.000,Neutral,2
2025-02-28T21:41:00.000,DEP,Lead,Lead Kit Request (Residential) (L10),The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2025-02-28T21:41:00.000,Neutral,1
2025-12-28T22:21:21.000,DSNY,Snow or Ice,Sidewalk,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2025-12-28T22:21:21.000,Neutral,2
2025-04-28T22:35:58.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-04-28T22:35:58.000,Neutral,2
2025-01-28T22:03:31.000,NYPD,Illegal Parking,Parking Permit Improper Use,The Police Department issued a summons in response to the complaint.,2025-01-28T22:03:31.000,Neutral,2
2025-10-28T22:55:58.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-10-28T22:55:58.000,Neutral,2
2025-11-28T21:47:22.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T21:47:22.000,Frustrated,2
2025-05-28T21:55:53.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-28T21:55:53.000,Neutral,2
2025-08-28T22:44:27.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-08-28T22:44:27.000,Frustrated,4
2025-08-28T23:04:18.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.,2025-08-28T23:04:18.000,Neutral,3
2025-02-28T22:58:50.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and determined that police action was not necessary.,2025-02-28T22:58:50.000,Neutral,1
2025-12-28T23:19:37.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-12-28T23:19:37.000,Neutral,2
2025-01-28T22:03:27.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-01-28T22:03:27.000,Neutral,2
2025-04-28T23:05:56.000,DOB,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-28T23:05:56.000,Neutral,1
2025-08-28T22:27:42.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department issued a summons in response to the complaint.,2025-08-28T22:27:42.000,Neutral,2
2025-08-28T22:17:32.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-08-28T22:17:32.000,Neutral,2
2025-11-28T23:43:03.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T23:43:03.000,Frustrated,2
2025-04-28T22:15:49.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T22:15:49.000,Frustrated,2
2025-05-28T21:35:48.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-05-28T21:35:48.000,Frustrated,4
2025-10-28T22:01:33.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-10-28T22:01:33.000,Neutral,2
2025-07-28T22:53:52.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-07-28T22:53:52.000,Neutral,3
2025-10-28T22:16:56.000,DCWP,Consumer Complaint,Tow Truck Company,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2025-10-28T22:16:56.000,Neutral,1
2025-02-28T22:42:38.000,DOHMH,Rodent,Rat Sighting,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2025-02-28T22:42:38.000,Neutral,1
2025-02-28T22:41:04.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-02-28T22:41:04.000,Neutral,2
2025-08-28T22:19:27.000,DOHMH,Smoking or Vaping,Allowed in Smoke Free Area,"The NYC Health Department has responded to your service request. For inspection results, please call (212) 676-1600 or email infobfscs@health.nyc.gov to request an inspection report. This service request has been closed.",2025-08-28T22:19:27.000,Neutral,1
2025-02-28T21:57:17.000,TLC,Taxi Report,Driver Report - Passenger,,2025-02-28T21:57:17.000,Frustrated,2
2025-10-28T22:20:31.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-28T22:20:31.000,Neutral,2
2025-02-28T21:52:16.000,HPD,WATER LEAK,SLOW LEAK,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",2025-02-28T21:52:16.000,Neutral,2
2025-03-28T23:09:00.000,DOT,Traffic Signal Condition,Controller,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2025-03-28T23:09:00.000,Neutral,2
2025-06-28T23:47:12.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-06-28T23:47:12.000,Frustrated,2
2025-06-28T23:53:35.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-06-28T23:53:35.000,Frustrated,4
2025-05-28T23:01:07.000,DHS,Homeless Person Assistance,Chronic,The person has refused services from the mobile outreach response team.,2025-05-28T23:01:07.000,Critical Panic,3
2025-02-28T22:07:01.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and determined that police action was not necessary.,2025-02-28T22:07:01.000,Frustrated,2
2025-01-28T23:21:07.000,NYPD,Illegal Fireworks,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-01-28T23:21:07.000,Neutral,2
